0	[0, 0]	3.14	3.30	3.33	3.11	3.13	3.43	2.91	3.40	3.27	3.60	3.58	2.98	
1	[1, 0]	2.67	2.10	2.19	2.33	2.10	2.37	2.83	2.55	2.26	2.27	1.95	2.09	
2	[2, 0]	1.49	1.45	1.63	1.73	1.63	1.24	1.60	1.84	1.85	2.48	2.31	2.05	
3	[3, 0]	1.65	2.07	2.00	1.65	0.61	0.78	1.25	1.54	1.42	1.29	1.14	1.14	
4	[4, 0]	1.22	1.20	0.82	1.19	1.95	1.90	1.31	1.63	1.78	1.78	1.79	1.61	
5	[5, 0]	0.80	0.62	0.73	1.38	2.05	1.11	1.09	0.79	1.24	1.47	0.67	1.30	
6	[6, 0]	1.56	1.42	1.46	1.03	1.51	1.90	0.92	1.36	0.50	1.47	1.22	1.05	
7	[7, 0]	1.43	1.37	1.42	1.39	1.25	1.14	1.58	0.97	0.97	2.28	2.02	1.80	
8	[8, 0]	1.92	1.50	1.27	1.63	1.83	1.63	1.89	2.15	1.57	1.98	2.36	1.56	
9	[9, 0]	2.57	2.32	2.28	2.21	1.80	1.59	1.36	2.41	2.11	2.21	2.24	1.42	
10	[10, 0]	2.36	2.91	2.72	2.44	3.06	2.62	2.32	1.89	2.21	1.35	1.66	2.69	
11	[11, 0]	1.84	1.72	1.83	2.39	2.21	1.83	1.28	2.00	1.55	1.33	1.61 	2.46	
12	[12, 0]	1.81 	1.94	2.27	2.54	1.46	1.47	1.41	1.99	2.25	1.63	1.88	1.96	
13	[13, 0]	1.46	1.75	1.59	1.32	1.56	0.96	1.31	2.15	1.82	2.00	1.51	2.16	
14	[14, 0]	2.01	2.28	1.26	1.42	1.78	1.86	1.36	1.61	1.99	1.77	1.63	1.25	
15	[15, 0]	1.76	2.08	1.97	2.09	2.27	1.98	2.11	2.00	2.23	2.42	1.52	2.25	
16	[16, 0]	2.31	2.69	2.26	2.60	2.78	2.38	2.22	2.16	2.33	2.36	1.86	2.17	
17	[17, 0]	1.99	2.07	1.68	1.74	2.14	2.33	2.26	1.95	1.93	2.59	2.76	2.58	
18	[18, 0]	2.68	2.79	2.38	2.13	2.64	2.56	2.13	2.51	2.23	2.44	2.13	2.48	
19	[19, 0]	2.70	2.85	2.86	3.11	2.75	3.20	2.95	3.14	2.67	2.40	2.58	2.44	
20	[20, 0]	3.04	2.78	2.11	1.94	1.21	1.21	3.07	3.03	2.92	2.87	2.70	2.51	
21	[20, 1]	3.44	3.47	3.22	2.95	3.90	3.66	3.76	3.53	3.47	2.95	2.72	3.25	
22	[19, 1]	3.25	3.26	3.56	3.98	3.83	3.79	3.59	2.87	3.38	3.90	4.04	3.99	
23	[18, 1]	2.68	3.56	3.69	3.49	2.26	2.63	3.25	3.10	3.13	3.10	2.69	3.16	
24	[17, 1]	3.22	2.29	2.25	2.87	2.93	2.89	2.98	2.97	2.78	3.14	3.06	3.03	
25	[16, 1]	2.76	2.51	2.47	2.21	2.70	2.90	3.00	2.95	3.21	2.11	2.16	2.56	
26	[15, 1]	2.56	2.57	2.69	3.25	2.31	2.11	2.88	2.68	2.09	2.04	2.77	3.23	
