0	[0, 0]	3.45	3.54	3.33	3.40	3.29	3.27	2.60	3.13	2.75	3.02	3.04	2.31	
1	[1, 0]	3.50	3.65	3.61	3.31	3.41	3.39	3.30	3.44	3.63	2.73	2.67	3.55	
2	[2, 0]	3.27	2.91	2.76	2.86	2.49	2.48	3.13	3.47	3.38	2.57	2.49	3.36	
3	[3, 0]	2.54	2.66	2.50	2.50	2.90	2.92	2.66	2.51	2.38	2.22	2.59	2.41	
4	[4, 0]	2.60	2.25	2.35	2.81	2.62	2.42	2.49	2.55	2.76	2.30	2.44	2.27	
5	[5, 0]	2.07	2.28	2.23	2.47	1.49	1.52	1.85	2.69	1.94	1.52	1.69	1.93	
6	[6, 0]	1.30	1.04	1.50	0.83	0.85	1.06	0.96	1.47	2.06	0.48	1.21	0.65	
7	[7, 0]	0.96	0.71	1.16	0.73	0.33	0.79	0.35	0.19	0.53	0.31	0.76	1.03	
8	[8, 0]	0.42	0.46	0.24	0.24	0.19	0.29	0.37	0.54	0.32	0.32	0.64	0.16	
9	[9, 0]	0.20	0.23	0.11	0.27	0.22	0.06	0.20	0.19	0.36	0.48	0.15	0.14	
10	[10, 0]	0.15	0.12	0.22	0.32	0.18	0.28	0.19	0.33	0.46	0.27	0.49	0.22	
11	[11, 0]	0.23	0.33	0.27	0.30	0.20	0.37	0.47	0.52	0.34	0.51	0.56	0.49	
12	[12, 0]	0.30	0.18	0.42	0.28	0.36	0.32	0.22	0.33	0.58	1.04	0.75	0.45	
13	[13, 0]	0.45	0.75	0.53	0.88	0.85	0.77	0.48	0.36	0.34	1.19	0.93	0.85	
14	[14, 0]	1.55	1.27	1.07	1.09	0.72	0.75	1.18	1.51	1.47	1.42	1.37	0.98	
15	[15, 0]	1.36	1.90	1.49	1.71	1.53	1.58	1.57	0.78	0.61	1.39	1.66	1.79	
16	[16, 0]	1.71	0.83	0.73	1.90	2.08	1.94	1.94	1.99	1.66	1.57	2.09	2.27	
17	[17, 0]	2.54	2.76	2.92	1.51	1.54	1.62	1.38	2.10	2.73	2.45	2.10	1.86	
18	[18, 0]	2.74	2.64	2.15	2.09	2.31	2.48	2.48	1.87	1.87	2.62	2.77	2.45	
19	[19, 0]	2.86	2.80	2.39	2.83	2.59	2.71	3.12	3.02	2.72	2.58	2.64	2.59	
20	[20, 0]	2.84	2.93	3.18	3.20	2.33	2.24	3.02	3.29	3.27	3.34	2.82	3.69	
21	[20, 1]	1.86	1.89	1.62	1.59	1.31	1.79	1.48	1.53	1.60	1.84	2.00	2.37	
22	[19, 1]	0.87	1.76	2.22	2.20	1.44	1.16	1.69	2.33	2.56	2.24	1.44	1.55	
23	[18, 1]	1.42	1.41	0.67	1.30	1.97	1.33	1.68	1.91	1.85	1.13	1.29	2.31	
24	[17, 1]	1.19	1.57	1.34	1.22	1.04	1.22	0.91	0.92	1.02	0.98	1.53	1.51	
25	[16, 1]	1.26	0.92	1.50	0.97	0.93	1.24	1.21	1.29	0.93	1.37	1.28	0.87	
26	[15, 1]	0.99	1.94	1.53	1.46	1.18	0.99	1.19	0.74	0.35	0.84	2.19	2.08	
